"QKEY","INTERVIEW_START_W55","INTERVIEW_END_W55","LANG_W55","DEVICE_TYPE_W55","FORM_W55","ENV2_a_W55","ENV2_b_W55","ENV2_c_W55","ENV2_d_W55","ENV2_e_W55","ENV2_f_W55","EN1F1_W55","ENV4_W55","EN1F2_W55","ENV5_a_W55","ENV5_b_W55","ENV5_c_W55","ENV5_d_W55","ENV17_W55","EN6F1_a_W55","EN6F1_b_W55","EN6F1_c_W55","EN6F1_d_W55","EN6F1_e_W55","EN6F1count_W55","EN6F2_a_W55","EN6F2_b_W55","EN6F2_c_W55","EN6F2_d_W55","EN6F2_e_W55","ENVIR8_a_W55","ENVIR8_b_W55","ENVIR8_c_W55","ENVIR8_d_W55","ENVIR8_e_W55","EN7_W55","EN8_W55","CLIM5_W55","CLIM6_W55","CLIM9F1_a_W55","CLIM9F1_b_W55","CLIM9F2_W55","CLIM10_a_W55","CLIM10_b_W55","CLIM10_c_W55","CLIM10_d_W55","CLIM10_e_W55","CLIM10_f_W55","CLIM10_g_W55","VAC1A_W55","VAC1B_W55","BIO33_a_W55","BIO33_b_W55","BIO34_W55","BIO35_W55","GM1_W55","GM2_W55","GM3_W55","FUD32_W55","FUD33A_W55","FUD33B_W55","FUD37_a_W55","FUD37_b_W55","FUD37_c_W55","FUD37_d_W55","PERS1_W55","PERS2_W55","PERS3_W55","PERS4_W55","PERS5_W55","PERS6_W55","PERS7_W55","PERS8_W55","PERS9_W55","PERS10_W55","PERS11_W55","PERS12_W55","SATIS_W55","EMTREP_a_W55","EMTREP_b_W55","EMTREP_c_W55","EMTREP_d_W55","EMTDEM_a_W55","EMTDEM_b_W55","EMTDEM_c_W55","EMTDEM_d_W55","IMPEACHEARD_W55","IMPEACHAPP_W55","IMPEACHREM_W55","IMPCONFREP_W55","IMPCONFDEM_W55","IMPKNOW_W55","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHN","F_NATIVITY","F_CITIZEN","F_MARITAL","F_RELIG","F_BORN","F_ATTEND","F_RELCOM3CAT","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","IMPEACHT_W53","WEIGHT_W53_W55","WEIGHT_W55"
201801100421,2019-10-10 01:24:00,2019-10-10 01:40:00,1,1,2,1,99,99,1,2,1,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,2,2,2,2,2,2,3,2,99,3,2,1,3,NA,NA,2,99,2,2,99,2,2,2,NA,NA,4,2,1,2,NA,NA,NA,3,8,1,2,2,2,2,4,4,3,3,2,3,1,3,4,3,2,3,2,1,1,2,2,2,2,1,1,1,1,1,3,1,2,1,3,5,4,2,3,2,2,2,2,1,1,6,1,1,1,1,2,NA,2,99,99,1,4,1,1,1,0.399711763550309,0.429104187154851
201801100580,2019-10-06 19:03:00,2019-10-06 19:20:00,1,1,1,1,1,1,1,2,1,2,3,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,2,2,2,2,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,3,3,3,NA,NA,NA,2,3,3,1,3,1,4,3,1,3,3,4,3,3,3,3,2,2,2,1,1,1,1,2,2,1,2,3,2,4,2,1,3,5,4,1,3,2,2,1,1,1,1,1,1,1,5,2,1,NA,1,8,1,1,2,1,1,4,0.504124489734476,0.507450663504376
201801100584,2019-10-07 02:06:59,2019-10-07 02:15:00,1,1,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,1,1,2,NA,1,1,1,1,2,2,2,3,1,NA,NA,1,2,3,3,1,NA,NA,NA,1,3,3,1,2,2,3,4,4,4,5,3,4,4,2,2,2,2,1,2,2,1,2,1,1,1,1,1,4,1,2,1,3,5,3,2,1,5,2,1,1,1,1,3,10,NA,5,3,2,NA,2,8,1,1,4,1,2,1,0.62557338288947,0.618963392832763
201801100636,2019-10-07 16:42:00,2019-10-07 17:39:00,1,3,2,1,2,2,1,1,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,3,1,1,1,1,2,2,2,2,2,3,2,2,2,NA,NA,1,1,1,1,1,2,1,1,NA,NA,5,5,1,2,NA,NA,NA,2,1,NA,3,3,3,4,3,3,2,5,3,3,3,3,3,2,2,3,2,1,1,2,2,2,2,1,1,2,1,3,2,2,2,1,3,5,2,1,1,5,2,2,2,1,1,3,1,1,1,1,2,NA,2,6,2,3,3,0,1,1,0.355120969089262,0.317397821799655
201801100770,2019-10-03 21:05:59,2019-10-03 21:10:00,1,2,2,2,1,2,1,1,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,3,2,1,2,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,2,3,NA,1,3,3,1,3,2,4,2,3,3,2,2,4,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,4,1,2,1,3,5,2,1,1,6,2,1,1,1,1,2,9,NA,6,3,2,NA,2,3,3,1,4,1,2,3,0.371899522446797,0.389282959461932
201801101234,2019-10-07 23:25:00,2019-10-07 23:34:59,1,2,2,1,99,2,2,1,2,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,2,2,1,2,3,2,2,2,3,3,1,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,NA,NA,NA,1,2,NA,3,1,1,1,3,4,3,2,2,4,2,3,4,4,3,4,1,2,2,1,1,1,1,2,2,1,2,4,2,4,2,1,3,5,3,2,3,2,2,1,1,1,1,1,1,1,5,2,1,NA,1,99,99,1,1,1,2,4,0.813790731033229,0.884403810058562
201801101377,2019-10-04 22:42:59,2019-10-04 22:49:59,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,2,2,2,2,2,1,1,NA,NA,2,1,1,1,1,1,1,1,NA,NA,4,2,1,2,NA,NA,NA,1,2,NA,2,2,2,2,3,1,3,2,3,2,3,3,2,2,2,4,2,2,2,1,2,1,99,2,2,1,2,3,2,3,2,1,3,5,3,2,2,3,2,1,1,1,1,1,10,NA,6,3,1,NA,1,4,2,3,3,1,1,4,0.667572363330961,0.619441896298045
201801101406,2019-10-04 14:19:00,2019-10-04 14:33:00,1,3,2,1,1,1,2,99,1,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,1,1,1,1,2,2,2,2,3,2,1,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,3,8,99,4,2,99,3,3,4,3,3,4,4,4,4,3,4,4,3,1,2,2,1,1,1,1,2,2,2,2,4,1,4,3,2,3,5,4,2,3,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,3,3,1,1,1,2,4,2.24615586880675,1.84404430566095
201801101486,2019-10-04 21:40:00,2019-10-04 21:53:00,1,3,2,1,2,1,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,2,2,2,2,2,99,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,NA,NA,NA,2,8,99,3,3,3,2,3,3,3,5,1,3,1,3,3,2,1,4,1,2,2,1,1,1,1,2,2,1,2,4,2,4,3,2,3,5,3,2,3,2,2,1,1,1,1,1,1,1,4,2,3,1,1,5,2,1,5,1,1,4,0.6213918796028,0.56906636336555
201801101639,2019-10-09 11:41:59,2019-10-09 11:49:00,1,3,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,2,1,1,1,2,3,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,3,1,2,2,NA,2,1,1,1,1,2,2,3,1,NA,NA,1,2,3,2,2,NA,NA,NA,1,2,3,2,5,1,3,1,5,3,2,1,5,4,1,5,2,1,1,2,2,1,2,1,1,1,1,1,4,1,2,1,3,5,1,2,1,5,2,4,4,1,1,6,12,NA,5,3,2,NA,2,6,2,1,4,1,1,1,0.229563744253482,0.225273977297261
201801101691,2019-10-03 20:58:59,2019-10-04 17:05:59,1,3,1,2,1,2,1,2,1,1,1,NA,1,1,1,1,1,2,2,1,1,1,3,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,1,1,NA,1,1,1,1,1,1,1,3,3,NA,NA,1,1,2,2,2,NA,NA,NA,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,2,1,1,2,2,1,4,1,3,1,3,5,2,2,3,2,2,1,1,1,1,2,1,1,4,2,2,NA,2,5,2,1,3,1,1,1,0.323247821501425,0.333364765164054
201801101757,2019-10-05 20:01:00,2019-10-05 20:06:59,1,3,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,2,1,1,NA,NA,1,1,1,1,1,1,1,2,NA,NA,4,1,1,2,NA,NA,NA,1,3,NA,2,2,2,2,2,1,5,3,3,3,5,4,4,4,1,1,2,1,1,2,2,1,2,1,1,2,1,1,3,2,2,1,3,5,2,2,1,6,1,4,3,4,1,1,1,2,2,2,2,NA,2,8,1,1,4,1,1,2,0.735452152356063,0.725501153109243
201801101872,2019-10-06 20:49:00,2019-10-06 21:35:59,1,1,2,2,1,2,1,2,1,NA,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,0,2,1,2,2,1,3,3,2,99,2,2,2,1,1,NA,NA,2,1,1,1,1,1,1,1,NA,NA,99,99,99,99,NA,NA,NA,2,8,1,2,3,3,2,3,1,4,2,1,1,1,4,2,2,2,4,99,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,3,5,4,1,1,5,2,1,1,4,1,1,6,NA,4,2,2,NA,2,8,1,1,3,1,2,3,0.45157313554892,0.494080665917838
201801101984,2019-10-05 03:16:00,2019-10-05 03:32:00,1,2,1,2,2,2,1,2,1,1,1,NA,1,1,1,2,1,2,1,1,1,1,4,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,2,1,1,2,NA,NA,NA,3,2,1,3,4,4,5,1,5,5,1,1,5,3,5,4,2,1,1,2,2,2,2,1,1,1,1,1,4,1,2,2,3,5,4,1,2,3,2,2,2,1,1,4,1,2,5,2,2,NA,2,4,2,3,3,1,2,1,0.906791062186097,0.852953737736792
201801102026,2019-10-05 01:24:00,2019-10-05 01:34:00,1,3,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,3,2,2,1,2,2,2,2,2,2,1,1,1,1,NA,NA,2,1,1,2,1,1,1,1,NA,NA,3,2,1,2,NA,NA,NA,2,2,NA,2,3,2,3,3,2,3,2,3,2,1,4,3,3,5,4,2,2,2,2,2,1,2,1,1,3,1,1,3,3,3,2,3,5,2,2,3,2,2,1,1,1,1,2,1,2,4,2,3,2,2,4,2,1,3,1,2,4,1.27142049989961,1.05594054217052
201801102241,2019-10-04 20:58:59,2019-10-04 21:12:00,1,3,2,2,1,2,1,2,1,NA,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,0,2,1,1,1,1,3,2,3,3,3,2,2,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,NA,NA,NA,2,8,3,2,2,3,2,3,3,3,2,3,3,5,1,3,2,2,2,2,2,2,1,2,2,2,1,2,3,1,2,2,2,3,1,3,5,3,2,3,2,2,2,2,1,1,3,1,1,2,1,2,NA,2,5,2,3,2,1,1,1,0.781130915301585,0.799689756139068
201801102250,2019-10-04 22:38:00,2019-10-04 22:49:59,1,3,2,1,2,1,1,1,1,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,1,2,2,2,3,2,3,3,1,3,4,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,2,8,2,4,3,4,3,1,4,4,4,5,2,2,3,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,4,1,4,2,1,3,5,4,2,3,2,2,1,1,1,1,1,1,1,2,1,4,1,1,4,2,1,2,1,2,4,1.13897889407485,1.20589875340308
201801102332,2019-10-06 20:51:59,2019-10-06 20:58:59,1,2,1,2,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,1,2,1,1,1,2,3,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,3,1,1,1,NA,1,1,1,1,2,2,1,3,1,NA,NA,1,2,2,1,1,NA,NA,NA,2,3,4,1,3,2,3,3,3,4,4,2,5,3,2,4,2,1,1,2,2,2,2,2,1,1,1,1,3,1,2,1,3,5,4,2,1,6,2,1,1,1,1,1,1,2,2,1,2,NA,2,6,2,1,4,1,1,3,0.505343496292389,0.490502375168496
201801102344,2019-10-05 00:30:00,2019-10-05 00:39:00,1,1,1,2,1,2,1,2,1,1,1,NA,1,1,1,2,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,1,2,1,NA,1,1,1,1,1,1,2,3,1,NA,NA,1,2,1,1,2,NA,NA,NA,3,2,2,3,4,5,1,1,1,5,5,4,1,1,1,5,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,3,5,4,1,1,6,2,1,1,1,1,1,1,2,3,2,2,NA,2,8,1,1,4,1,1,1,0.246313072448612,0.254552572731544
201801102513,2019-10-07 22:34:00,2019-10-07 22:47:00,1,3,1,2,2,2,1,2,1,1,1,NA,1,1,1,1,2,1,1,1,2,1,4,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,3,1,1,1,NA,1,1,1,1,1,1,1,3,1,NA,NA,1,2,3,99,3,NA,NA,NA,4,3,3,2,3,1,2,4,3,2,2,2,3,2,2,3,2,1,1,2,2,2,2,1,1,1,1,1,4,1,2,1,3,5,4,1,2,4,2,1,1,1,1,1,1,2,4,2,2,NA,2,7,1,1,3,1,1,1,0.373892674247402,0.359669950436163
201801102518,2019-10-05 19:15:00,2019-10-05 19:23:00,1,3,2,1,1,1,1,1,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,1,NA,NA,NA,1,2,NA,4,1,1,4,2,5,3,3,4,4,5,5,4,3,1,5,1,2,2,2,2,2,2,2,2,3,99,99,4,4,3,1,3,5,2,2,1,6,2,2,2,1,1,3,1,1,2,1,99,99,9,6,2,1,3,1,2,3,2.18225003055164,2.26634089585701
201801102736,2019-10-08 20:41:59,2019-10-08 20:48:00,1,3,2,2,1,2,1,1,2,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,2,1,1,2,2,2,2,2,2,2,1,3,NA,NA,2,2,1,2,2,2,2,2,NA,NA,3,3,1,2,NA,NA,NA,2,2,NA,1,3,2,3,2,3,5,5,1,5,5,4,2,3,1,3,2,1,2,2,2,2,2,1,2,2,1,1,2,1,3,1,3,5,3,2,3,1,2,2,2,1,1,5,1,2,2,2,2,NA,2,1,3,1,1,1,2,1,0.447343288687478,0.506813541072829
201801102980,2019-10-05 02:13:59,2019-10-05 02:27:59,1,1,1,1,1,1,2,1,2,2,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,3,3,1,3,1,4,1,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,3,1,3,NA,NA,NA,2,3,3,2,2,1,3,2,4,4,1,3,4,2,4,4,1,2,2,1,1,1,1,2,2,1,2,4,2,4,2,1,3,5,4,1,3,2,2,1,1,1,1,1,1,1,5,2,1,NA,1,4,2,1,1,1,2,4,1.64221702949309,1.6541974146223
201801103157,2019-10-05 10:59:00,2019-10-05 11:05:59,1,1,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,2,2,2,1,1,3,1,NA,NA,1,1,1,1,2,1,1,1,NA,NA,4,2,1,2,NA,NA,NA,2,2,NA,3,2,2,3,2,4,4,4,3,4,4,3,2,2,3,2,2,1,1,2,2,1,1,2,2,2,1,1,3,2,2,1,3,5,2,1,1,5,2,1,1,1,1,2,11,NA,6,2,3,2,2,3,3,1,4,1,2,2,0.873541884922221,0.992278110627424
201801103253,2019-10-03 20:57:00,2019-10-03 23:19:00,1,3,2,2,2,2,1,2,1,NA,2,1,1,1,1,2,2,NA,NA,NA,NA,NA,0,3,1,1,1,2,2,3,2,2,1,2,99,3,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,NA,NA,NA,3,8,3,4,1,3,3,3,3,3,4,2,4,5,3,5,4,3,2,2,1,1,2,2,1,1,2,2,2,2,3,2,2,3,1,3,5,3,1,3,2,2,1,1,1,1,1,3,2,5,2,99,2,2,3,3,1,5,0,1,2,1.00034678994087,1.0137227490567
201801103453,2019-10-10 01:42:00,2019-10-10 17:27:00,1,3,2,1,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,2,2,2,1,2,1,1,NA,NA,2,2,1,1,1,2,2,2,NA,NA,3,2,1,2,NA,NA,NA,2,2,NA,3,2,3,3,1,99,3,3,5,4,3,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,1,3,5,3,2,3,2,2,1,1,1,1,3,9,NA,6,3,1,NA,1,4,2,1,3,1,2,2,0.418255764286167,0.452263236372338
201801103493,2019-10-13 13:23:00,2019-10-13 13:32:00,1,1,2,2,2,2,1,2,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,2,1,1,1,1,2,2,2,2,2,1,1,3,1,NA,NA,2,2,1,1,1,1,1,2,NA,NA,5,1,1,2,NA,NA,NA,1,2,NA,2,4,4,3,4,5,4,4,4,1,2,2,5,3,1,1,2,1,2,2,2,1,2,2,2,2,1,2,3,3,2,1,3,5,1,2,2,4,2,1,1,1,1,6,12,NA,6,3,3,1,1,1,3,2,3,0,1,2,1.28961216156839,1.21979689717444
201801103553,2019-10-05 20:34:59,2019-10-05 20:48:00,1,1,1,2,1,1,1,1,1,2,1,NA,1,1,2,1,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,3,3,3,3,3,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,3,1,1,NA,NA,NA,2,3,3,1,4,1,4,1,3,5,4,4,4,4,4,3,1,2,2,1,1,1,1,2,2,1,2,3,2,4,2,1,3,5,4,1,3,2,2,1,1,1,1,1,2,2,5,3,1,NA,1,8,1,1,2,1,1,4,0.828230967561732,0.854929316862905
201801103596,2019-10-06 04:48:00,2019-10-07 03:39:00,1,3,1,2,1,2,1,2,2,1,3,NA,NA,NA,NA,NA,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,1,2,2,NA,1,1,1,1,1,1,1,4,4,NA,NA,99,99,1,1,1,NA,NA,NA,3,2,2,2,5,4,5,1,5,4,5,4,3,2,4,5,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,1,3,5,2,2,3,1,2,4,4,1,1,2,12,NA,3,2,2,NA,2,4,2,1,2,1,1,4,1.33682549645091,1.38393871145954
201801103705,2019-10-06 20:49:00,2019-10-06 20:58:59,1,3,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,2,1,1,1,2,2,1,2,2,2,2,3,1,NA,NA,2,2,1,2,2,2,2,2,NA,NA,4,2,1,1,NA,NA,NA,2,8,3,3,3,3,3,4,3,1,3,4,4,4,4,4,3,3,3,2,1,1,2,2,1,1,2,2,1,1,1,4,4,2,1,3,5,2,1,1,6,1,4,3,4,1,6,1,1,2,1,4,99,9,4,2,2,99,0,1,1,0.741928367262822,0.661206903329948
201801103929,2019-10-04 21:50:59,2019-10-04 21:56:00,1,1,2,2,2,2,1,2,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,3,2,2,2,2,2,2,2,3,2,2,2,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,2,3,NA,2,3,3,2,3,4,4,4,3,2,4,4,2,2,4,4,2,1,1,2,2,2,2,1,1,2,1,1,3,1,2,1,3,5,1,2,1,5,2,1,1,1,1,2,9,NA,6,3,2,NA,2,6,2,1,4,1,2,1,0.551394572452199,0.559439210920963
201801104013,2019-10-07 20:51:59,2019-10-07 21:15:00,1,3,1,2,1,2,1,1,2,1,3,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,NA,NA,NA,NA,NA,2,2,3,3,2,2,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,3,3,3,NA,NA,NA,1,3,2,2,2,5,1,2,4,3,5,2,2,2,2,4,1,2,2,2,2,2,2,2,2,3,1,3,2,2,3,1,3,5,1,1,3,1,2,1,1,1,1,6,1,1,2,1,3,1,1,99,99,3,2,0,1,4,4.11753427169234,4.3382258846426
201801104073,2019-10-10 16:27:00,2019-10-12 23:51:59,1,3,2,1,2,1,1,1,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,2,1,2,1,2,3,2,2,2,2,1,1,2,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,2,NA,NA,NA,2,1,NA,2,2,3,2,1,1,1,1,1,1,5,1,5,5,4,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,3,5,3,2,3,2,2,2,2,1,1,1,1,1,1,1,2,NA,2,2,3,1,3,1,2,2,2.557245280397,2.25659975224235
201801104315,2019-10-09 12:19:59,2019-10-09 12:29:00,1,3,1,2,2,2,1,2,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,2,2,3,NA,NA,NA,3,3,3,3,1,3,3,2,1,2,2,4,4,3,2,3,2,1,1,2,2,2,2,1,1,1,1,1,3,2,2,1,3,5,3,2,3,2,2,1,1,1,1,3,9,NA,5,3,2,NA,2,1,3,1,4,1,2,1,0.32119634354432,0.323133771384702
201801104345,2019-10-04 18:29:00,2019-10-04 18:45:00,1,3,2,1,1,1,1,1,2,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,3,2,3,3,3,3,1,3,1,4,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,NA,NA,NA,1,2,NA,3,1,1,3,2,1,1,2,2,4,1,3,3,2,1,4,2,1,1,2,2,1,1,2,2,1,2,4,3,4,2,1,3,5,3,2,3,2,2,1,1,1,1,3,1,1,2,2,1,NA,1,3,3,1,2,1,2,4,0.418255764286167,0.452263236372338
201801104363,2019-10-03 20:57:00,2019-10-04 10:04:00,1,3,2,1,1,1,1,1,1,NA,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1,3,1,1,2,3,2,2,3,1,2,2,1,2,NA,NA,2,1,1,1,1,1,1,1,NA,NA,1,1,1,2,NA,NA,NA,1,2,NA,2,1,1,2,3,5,3,4,3,3,3,3,3,1,2,3,2,2,2,2,2,1,2,2,2,2,1,1,4,1,3,1,3,5,2,2,3,1,2,2,2,1,1,2,1,2,5,2,2,NA,2,2,3,2,3,1,2,1,0.756186026309583,0.772166365482333
201801104433,2019-10-08 18:39:00,2019-10-08 18:50:59,1,1,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,1,1,1,2,2,1,2,3,1,NA,NA,1,2,2,2,2,NA,NA,NA,1,1,1,1,4,4,3,2,3,2,3,2,3,3,2,3,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,3,5,2,2,2,3,2,1,1,1,1,2,1,99,7,9,4,2,2,6,2,2,3,1,1,3,0.758644192022343,0.756200664533192
201801104457,2019-10-07 22:28:00,2019-10-08 00:12:59,1,3,2,1,2,2,1,2,1,NA,1,1,1,2,2,2,3,NA,NA,NA,NA,NA,0,3,2,1,1,1,3,3,2,3,3,4,2,3,99,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,99,NA,NA,NA,3,2,NA,4,1,1,4,5,3,5,4,5,5,1,5,5,3,5,1,2,2,2,1,1,1,1,2,2,1,2,4,1,4,1,1,3,5,1,2,2,3,2,1,1,1,1,1,1,1,2,2,1,NA,1,6,2,1,1,0,1,4,1.24896312288068,1.17508872689587
201801104684,2019-10-08 22:06:59,2019-10-12 01:56:00,1,3,1,1,2,1,1,1,1,1,1,NA,1,1,2,2,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,3,3,3,3,3,2,1,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,1,2,2,1,NA,NA,NA,2,3,3,2,1,5,4,5,1,2,5,2,2,4,4,4,1,2,2,1,2,1,1,2,2,1,2,4,2,4,2,1,3,5,4,1,1,6,2,1,1,1,1,1,1,1,2,1,1,NA,1,99,99,1,1,1,2,4,0.774910389311096,0.806196921626072
201801104772,2019-10-06 01:28:00,2019-10-06 01:41:00,1,3,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,2,1,1,NA,NA,2,1,1,2,1,2,2,2,NA,NA,5,1,1,2,NA,NA,NA,2,8,2,3,1,2,3,4,1,2,5,4,4,1,1,4,2,1,2,2,1,1,2,2,1,2,1,99,1,1,1,4,2,2,1,3,5,3,2,1,5,2,1,1,1,1,1,10,NA,6,3,2,NA,2,9,1,1,3,1,2,1,1.06159687859751,1.17518083252155
201801104821,2019-10-05 14:48:00,2019-10-05 14:58:00,1,2,1,1,1,2,2,1,1,2,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,2,3,3,3,2,3,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,1,2,3,2,NA,NA,NA,3,3,2,3,2,4,3,1,4,5,2,4,3,2,4,2,2,1,2,2,2,1,2,2,2,2,1,2,4,3,2,1,3,5,3,1,1,5,2,2,2,1,1,1,1,1,2,1,2,NA,2,8,1,1,4,1,1,2,0.246917400421278,0.257701538687437
201801104852,2019-10-07 18:40:00,2019-10-07 18:43:59,1,1,1,1,1,2,1,1,1,2,3,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,2,3,2,3,2,2,2,1,2,2,2,NA,1,1,2,1,1,1,1,2,2,NA,NA,1,2,2,3,3,NA,NA,NA,3,2,2,2,3,5,3,3,4,2,3,1,3,3,4,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,5,2,2,2,4,2,1,1,1,1,1,12,NA,5,2,1,NA,1,4,2,1,3,1,2,2,1.75214572650444,1.64531412856377
